real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
89,0.0277995,2.43927e-05,0.710107,0.0230892,3.2645,0.003,0.8,0.0612723,0.777584,0.121693,1,1,0.258538,0.552829,0.370834,0.0677059,1.34781,1.46439,0.893,0.97215,0.998,1.48141,8.22006,102.283,21.6927,18.9264,608.112,1034.28,1916.24,90,15,24
90,0.01,6.53864e-06,0.159085,0.69613,0.124907,0.003,0.8,0.0137173,0.5,0.317364,0.352938,0.25148,0.0999119,0.102724,0.934004,0.233301,0.76,1.07722,1.52614,0.963,1.14656,1.48234,18.2635,27.3696,13.8059,10.892,508.773,1030.83,2217.03,86.3595,15,22.8366
91,0.0341835,5e-06,0.675451,0.75826,2.10406,0.00586474,0.8,0.191407,0.736973,0.0631424,0.78049,1,0.0909716,0.639685,0.371932,0.310548,1.13616,1.54112,0.953961,1.45253,1.0484,1.91654,7.24,170.141,6.25,34.5043,553.782,787.586,2126.95,75.4995,8.18726,0.908812
92,0.0145424,5e-06,0.280555,0.534632,0.385993,0.003,0.8,0.105071,0.5,0.41099,1,0.0758212,0.226591,0.269134,0.0552,0.0547,1.71569,2.24291,0.893,1.01404,0.998,1.64367,19.0837,42.2665,11.5838,24.0256,720,832.204,1805.99,69.5474,15,0.192169
93,0.01,1.25617e-05,0.204176,0.326796,0.0474571,0.003,0.8,0.436452,1.66129,0.0324658,1,0.382855,0.451998,0.350283,0.286132,0.118908,0.847679,0.992624,0.893,1.1523,1.17605,1.66828,7.24,29.0704,21.3681,40.8441,657.585,854.864,1832.2,73.9744,15,0.0541912
94,0.0262485,4.43027e-05,1,0.0440095,0.16519,0.003,0.0339787,0.149483,1.0627,0.0460417,1,0.817974,0.386041,0.251323,0.0865879,0.0547,1.10849,1.19101,1.15348,1.76595,1.63285,1.37428,7.24,23.3793,6.25,12.6284,690.72,761.462,2400,77.3617,11.6302,24
95,0.0290597,7.83283e-06,0.419546,0.433415,1.5598,0.00827644,0.8,0.0233962,0.5,0.037673,1,1,0.170668,0.296425,0.353711,0.200105,2.5,1.10702,1.34333,0.963,1.03828,1.85045,23.3591,152.581,37.8799,17.3635,720,916.214,1423.23,90,15,0.439689
96,0.0268477,1.90134e-05,1,0.0596053,0.817619,0.003,0.8,0.322382,0.5,0.0446962,1,0.191617,0.454029,0.483882,0.266177,0.0547,2.33059,1.27013,0.893,1.11593,0.998,1.44704,7.24,143.325,15.5809,13.2941,720,978.461,2400,90,10.8709,17.3209
97,0.0216196,2.74753e-05,0.724174,0.527627,0.740358,0.003,0.443006,0.0304877,0.5,0.0346227,0.640629,1,0.546213,0.165006,0.676359,0.16878,1.11727,1.5318,1.01655,1.26392,1.23988,1.01,13.6825,144.272,10.3445,10.2267,715.838,902.221,2371.34,90,9.35812,2.33494
98,0.0442907,3.31844e-05,0.55395,0.0682315,0.10482,0.00412397,0.8,0.0133263,0.5,0.0536947,1,1,0.339994,0.0980612,0.175666,0.0547,1.03147,2.35754,1.17759,1.20309,0.998,1.74613,27.3343,63.0391,16.2033,36.1276,619.206,938.956,1847.18,89.756,15,0.0507539
base,0.020964,7.56e-06,0.607514,0.266167,0.367962,0.00364963,0.8,0.0970701,0.5,0.0801838,1,0.497582,0.331134,0.259906,0.181005,0.0547,1.19251,1.19669,0.893,1.04909,0.998,1.61561,13.8408,51.2446,8.18419,28.1958,711.004,895.824,2084.78,86.9076,14.5187,0.877362
